customer_name,age,country,gender,marital_status,period,total_sales,total_orders,total_products,customer_class,age_group,last_order,avg_order_value,avg_monthly_spend
"Anne Vazquez",68,Australia,Female,Married,0,6213,3,3,New,Senior,156,2071.0000,NULL
"Cody Cooper",74,Australia,Male,Married,12,6423,9,9,New,Senior,144,713.6667,535.2500
"Abby Patel",73,Australia,Female,Married,11,6423,9,9,New,Senior,144,713.6667,583.9091
"Ian Allen",72,Australia,Male,Married,0,6147,3,3,New,Senior,156,2049.0000,NULL
"Colin Chavez",66,Australia,Male,Married,0,210,6,6,New,Senior,152,35.0000,NULL
"Erica Lin",48,"United Kingdom",Female,Married,17,6846,9,9,Regular,Middle-aged,150,760.6667,402.7059
"Sebastian Morgan",47,"United Kingdom",Male,Married,0,72,3,3,New,Middle-aged,143,24.0000,NULL
"Maria Long",58,"United Kingdom",Female,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Melissa Kelly",59,Germany,Female,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Casey Gill",46,France,Male,Married,0,210,6,6,New,Middle-aged,153,35.0000,NULL
"Pedro Raman",59,France,Male,Single,0,210,6,6,New,Middle-aged,155,35.0000,NULL
"Mathew Romero",45,"United Kingdom",Male,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Evelyn Sara",56,"United Kingdom",Female,Married,22,7200,21,21,Regular,Middle-aged,144,342.8571,327.2727
"Robyn Gomez",56,"United Kingdom",Female,Single,0,7329,3,3,New,Middle-aged,167,2443.0000,NULL
"Kelli Yang",46,Germany,Female,Single,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Ashlee Nara",57,Germany,Female,Married,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Reginald Moreno",63,"United Kingdom",Male,Married,0,210,6,6,New,Senior,153,35.0000,NULL
"Leonard Xu",52,France,Male,Married,0,6546,3,3,New,Middle-aged,159,2182.0000,NULL
"Danny Gutierrez",63,France,Male,Married,0,6546,3,3,New,Senior,159,2182.0000,NULL
"Frederick Perez",58,"United Kingdom",Male,Married,16,6846,9,9,Regular,Middle-aged,150,760.6667,427.8750
"Hector Ortega",64,"United Kingdom",Male,Single,23,6810,15,15,Regular,Senior,144,454.0000,296.0870
"Ryan Lee",64,Germany,Male,Married,0,72,3,3,New,Senior,152,24.0000,NULL
"Michele Gomez",59,Germany,Female,Married,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Alex Ramirez",45,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Jerry Shen",51,"United States",Male,Single,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Sierra Phillips",50,"United States",Female,Single,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Taylor Rodriguez",49,Canada,Female,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Miranda Bryant",48,"United States",Female,Single,0,282,9,9,New,Middle-aged,144,31.3333,NULL
"Caleb Roberts",48,"United States",Male,Married,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Stephanie Rogers",43,"United States",Female,Married,0,7242,12,12,New,Middle-aged,147,603.5000,NULL
"Nicole James",48,"United States",Female,Married,0,7014,9,9,New,Middle-aged,147,779.3333,NULL
"Natalie Carter",48,"United States",Female,Married,0,6885,3,3,New,Middle-aged,147,2295.0000,NULL
"Arturo Cai",52,"United States",Male,Married,0,6960,3,3,New,Middle-aged,146,2320.0000,NULL
"Autumn Zeng",46,"United States",Female,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Trevor Gonzales",50,Canada,Male,Married,0,420,12,12,New,Middle-aged,149,35.0000,NULL
"Charles Watson",50,"United States",Male,Married,0,6960,3,3,New,Middle-aged,146,2320.0000,NULL
"Micah Chen",50,"United States",Male,Single,0,7095,9,9,New,Middle-aged,146,788.3333,NULL
"Lucas Brooks",52,Canada,Male,Married,0,282,9,9,New,Middle-aged,145,31.3333,NULL
"Emma White",52,Canada,Female,Single,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Alyssa Lewis",42,"United States",Female,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Marcus Garcia",54,"United States",Male,Married,0,6885,3,3,New,Middle-aged,146,2295.0000,NULL
"Kenneth She",51,Canada,Male,Married,2,672,15,15,New,Middle-aged,151,44.8000,336.0000
"Jessica Stewart",50,Canada,Female,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Jasmine Diaz",50,Canada,Female,Married,0,7095,9,9,New,Middle-aged,148,788.3333,NULL
"Julian Jenkins",45,"United States",Male,Married,0,510,12,12,New,Middle-aged,145,42.5000,NULL
"Jose Johnson",45,"United States",Male,Single,0,7170,9,9,New,Middle-aged,146,796.6667,NULL
"Mary Lopez",50,"United States",Female,Married,0,6960,3,3,New,Middle-aged,146,2320.0000,NULL
"Marcus Alexander",54,"United States",Male,Single,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Haley Hill",43,Canada,Female,Single,5,7185,9,9,New,Middle-aged,148,798.3333,1437.0000
"Jordan Hernandez",54,"United States",Female,Single,0,6960,3,3,New,Middle-aged,146,2320.0000,NULL
"Kristy Diaz",55,"United States",Female,Single,0,7095,9,9,New,Middle-aged,147,788.3333,NULL
"Ian Barnes",55,Canada,Male,Married,7,108,12,12,New,Middle-aged,143,9.0000,15.4286
"Jordan Edwards",45,"United States",Female,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Adam Turner",55,Canada,Male,Single,0,54,6,6,New,Middle-aged,146,9.0000,NULL
"Allison Green",45,"United States",Female,Single,0,6885,3,3,New,Middle-aged,146,2295.0000,NULL
"Frank Munoz",57,"United States",Male,Single,0,6885,3,3,New,Middle-aged,146,2295.0000,NULL
"Roger Lal",46,"United States",Male,Single,0,7095,9,9,New,Middle-aged,146,788.3333,NULL
"Gavin Ross",57,"United States",Male,Married,0,6960,3,3,New,Middle-aged,146,2320.0000,NULL
"Bego̱a Hurtado",52,"United States",Male,Single,0,6960,3,3,New,Middle-aged,146,2320.0000,NULL
"Brad Lal",57,"United States",Male,Married,0,282,9,9,New,Middle-aged,145,31.3333,NULL
"James Wright",57,"United States",Male,Married,0,6960,3,3,New,Middle-aged,146,2320.0000,NULL
"Kaitlyn Ross",59,Canada,Female,Married,0,72,3,3,New,Middle-aged,145,24.0000,NULL
"Eduardo Murphy",58,Canada,Male,Married,0,282,9,9,New,Middle-aged,145,31.3333,NULL
"Victoria Watson",59,Canada,Female,Married,0,54,6,6,New,Middle-aged,144,9.0000,NULL
"Mike Seamans",54,"United States",Female,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Sierra Nelson",54,Canada,Female,Married,0,7329,3,3,New,Middle-aged,155,2443.0000,NULL
"Dylan Simmons",47,Canada,Male,Single,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Jacqueline Alexander",54,"United States",Female,Married,0,510,12,12,New,Middle-aged,145,42.5000,NULL
"Seth Harris",54,Canada,Male,Married,0,7839,15,15,New,Middle-aged,153,522.6000,NULL
"Shelby Ramirez",59,"United States",Female,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Sophia King",61,"United States",Female,Single,0,54,6,6,New,Senior,145,9.0000,NULL
"Patrick Kelly",55,"United States",Male,Married,0,7170,9,9,New,Middle-aged,146,796.6667,NULL
"Sydney Anderson",60,"United States",Female,Single,0,6960,3,3,New,Senior,146,2320.0000,NULL
"Jacquelyn Saunders",61,"United States",Female,Married,0,7095,9,9,New,Senior,146,788.3333,NULL
"Nathan Griffin",61,"United States",Male,Married,0,6885,3,3,New,Senior,146,2295.0000,NULL
"Karen Walker",62,"United States",Female,Married,0,6960,3,3,New,Senior,147,2320.0000,NULL
"Chloe Sanchez",56,"United States",Female,Married,0,282,9,9,New,Middle-aged,145,31.3333,NULL
"Katherine Evans",56,"United States",Female,Married,0,282,9,9,New,Middle-aged,146,31.3333,NULL
"Eric Jai",62,"United States",Male,Married,0,210,6,6,New,Senior,148,35.0000,NULL
"Joan Jenkins",51,Australia,Female,Married,11,13107,6,6,New,Middle-aged,145,2184.5000,1191.5455
"Javier Hernandez",50,Australia,Male,Married,10,13032,6,6,New,Middle-aged,145,2172.0000,1303.2000
"Cindy Raman",40,Australia,Female,Married,10,13173,6,6,New,Middle-aged,145,2195.5000,1317.3000
"Kathleen Gomez",50,Australia,Female,Married,10,13107,6,6,New,Middle-aged,145,2184.5000,1310.7000
"Mindy Goldberg",45,Australia,Female,Married,12,13098,6,6,New,Middle-aged,144,2183.0000,1091.5000
"Erika Hernandez",52,Australia,Female,Married,0,6147,3,3,New,Middle-aged,156,2049.0000,NULL
"Jodi Deng",51,Australia,Female,Married,7,6357,9,9,New,Middle-aged,149,706.3333,908.1429
"Mackenzie Morgan",51,Australia,Female,Single,0,282,9,9,New,Middle-aged,145,31.3333,NULL
"Willie Chande",52,Australia,Male,Single,0,6213,3,3,New,Middle-aged,156,2071.0000,NULL
"Amy Liang",47,Australia,Female,Single,0,6147,3,3,New,Middle-aged,156,2049.0000,NULL
"April Goel",41,Australia,Female,Married,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Devin Moore",47,Australia,Male,Married,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Dennis Lin",47,Australia,Male,Single,11,13317,12,12,New,Middle-aged,145,1109.7500,1210.6364
"Bruce Ruiz",54,Australia,Male,Married,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Janelle Perez",42,Australia,Female,Single,0,282,9,9,New,Middle-aged,148,31.3333,NULL
"Melinda Hernandez",55,Australia,Female,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Tony Shan",49,Australia,Male,Single,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Michele Torres",51,Australia,Female,Single,12,13317,12,12,New,Middle-aged,144,1109.7500,1109.7500
"Bethany Nath",46,Australia,Female,Single,0,282,9,9,New,Middle-aged,149,31.3333,NULL
"Alfredo Carlson",51,Australia,Male,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Kyle Perez",49,Australia,Male,Single,11,13032,6,6,New,Middle-aged,144,2172.0000,1184.7273
"Daisy Rubio",55,Australia,Female,Single,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Christine She",56,Australia,Female,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Bethany Raji",45,France,Female,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Teresa Torres",40,"United Kingdom",Female,Single,1,420,12,12,New,Middle-aged,143,35.0000,420.0000
"Amanda Hughes",41,"United Kingdom",Female,Married,5,474,18,18,New,Middle-aged,144,26.3333,94.8000
"Lance Alvarez",41,"United Kingdom",Male,Single,0,300,6,6,New,Middle-aged,144,50.0000,NULL
"Marie Lopez",42,"United Kingdom",Female,Single,3,372,9,9,New,Middle-aged,152,41.3333,124.0000
"Katie Deng",46,France,Female,Single,0,72,3,3,New,Middle-aged,153,24.0000,NULL
"Kurt Raheem",46,Germany,Male,Married,17,14289,6,6,VIP,Middle-aged,148,2381.5000,840.5294
"Heidi Prasad",42,Germany,Female,Single,19,6756,9,9,Regular,Middle-aged,145,750.6667,355.5789
"Arthur Navarro",47,"United Kingdom",Male,Single,0,72,3,3,New,Middle-aged,151,24.0000,NULL
"Terrence Xie",47,Germany,Male,Single,16,13641,12,12,VIP,Middle-aged,148,1136.7500,852.5625
"Julia Edwards",49,"United Kingdom",Female,Single,1,420,12,12,New,Middle-aged,152,35.0000,420.0000
"Ross Martin",48,"United Kingdom",Male,Single,0,6546,3,3,New,Middle-aged,167,2182.0000,NULL
"Warren Raje",50,France,Male,Single,13,13485,12,12,VIP,Middle-aged,146,1123.7500,1037.3077
"Terrence Anand",43,France,Male,Single,11,14289,6,6,New,Middle-aged,147,2381.5000,1299.0000
"Melanie Sanders",43,France,Female,Single,11,13431,6,6,New,Middle-aged,147,2238.5000,1221.0000
"Cindy Lewis",49,Germany,Female,Single,16,14478,18,18,VIP,Middle-aged,148,804.3333,904.8750
"Jordan Shan",43,Germany,Male,Single,16,14724,18,18,VIP,Middle-aged,148,818.0000,920.2500
"Ruth Chandra",48,Germany,Female,Single,0,510,12,12,New,Middle-aged,153,42.5000,NULL
"Jacqueline Rivera",90,"United States",Female,Married,0,210,6,6,New,Senior,144,35.0000,NULL
"Kaylee Turner",54,Canada,Female,Single,0,300,6,6,New,Middle-aged,146,50.0000,NULL
"Charles Mitchell",42,"United States",Male,Single,0,72,3,3,New,Middle-aged,144,24.0000,NULL
"Julia Simmons",61,"United States",Female,Married,0,210,6,6,New,Senior,155,35.0000,NULL
"Megan Russell",66,Canada,Female,Married,0,54,6,6,New,Senior,149,9.0000,NULL
"Darren Saunders",61,"United States",Male,Married,0,210,6,6,New,Senior,154,35.0000,NULL
"Carlos Collins",67,"United States",Male,Married,0,54,6,6,New,Senior,154,9.0000,NULL
"Eric Lopez",66,"United States",Male,Married,0,354,12,12,New,Senior,154,29.5000,NULL
"Dana Martin",64,"United States",Female,Married,0,7629,9,9,New,Senior,155,847.6667,NULL
"Chase Richardson",64,"United States",Male,Married,0,7329,3,3,New,Senior,154,2443.0000,NULL
"Rebecca King",54,"United States",Female,Single,0,582,15,15,New,Middle-aged,143,38.8000,NULL
"Sebastian Morris",58,"United States",Male,Married,0,7329,3,3,New,Middle-aged,154,2443.0000,NULL
"Nicholas Martinez",58,"United States",Male,Married,0,564,18,18,New,Middle-aged,147,31.3333,NULL
"Erin James",63,"United States",Female,Married,0,7539,9,9,New,Senior,153,837.6667,NULL
"Gabriel Nelson",62,"United States",Male,Married,0,210,6,6,New,Senior,143,35.0000,NULL
"Isabel Butler",50,Canada,Female,Single,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Gregory Kumar",56,"United States",Male,Married,0,7095,9,9,New,Middle-aged,146,788.3333,NULL
"Anna Brown",61,Canada,Female,Single,0,54,6,6,New,Senior,149,9.0000,NULL
"Alyssa Ross",61,"United States",Female,Single,0,210,6,6,New,Senior,151,35.0000,NULL
"Brendan Raje",46,"United Kingdom",Male,Single,22,13641,12,12,VIP,Middle-aged,144,1136.7500,620.0455
"Danny Jim̩nez",52,Germany,Male,Single,18,6756,9,9,Regular,Middle-aged,145,750.6667,375.3333
"Bethany Lal",52,Germany,Female,Single,0,6546,3,3,New,Middle-aged,164,2182.0000,NULL
"Michele Chandra",47,France,Female,Married,0,264,12,12,New,Middle-aged,143,22.0000,NULL
"Deanna Malhotra",52,France,Female,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Ebony Sai",54,France,Female,Single,14,6756,9,9,Regular,Middle-aged,144,750.6667,482.5714
"Gina Schmidt",48,"United Kingdom",Female,Single,18,6756,9,9,Regular,Middle-aged,148,750.6667,375.3333
"Diana Navarro",41,France,Female,Married,13,14286,9,9,VIP,Middle-aged,145,1587.3333,1098.9231
"Kathryn Xie",41,France,Female,Married,12,13716,12,12,New,Middle-aged,147,1143.0000,1143.0000
"Eduardo Robinson",53,Germany,Male,Married,16,14424,12,12,VIP,Middle-aged,147,1202.0000,901.5000
"Jennifer Howard",92,"United Kingdom",Female,Married,0,210,6,6,New,Senior,145,35.0000,NULL
"Alisha Yang",54,France,Female,Married,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Edwin Chen",53,Germany,Male,Married,0,7329,3,3,New,Middle-aged,164,2443.0000,NULL
"Lindsey Kumar",53,France,Female,Married,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Tara Nath",54,Germany,Female,Married,0,6546,3,3,New,Middle-aged,164,2182.0000,NULL
"Jerome Hernandez",54,Germany,Male,Married,19,6756,9,9,Regular,Middle-aged,144,750.6667,355.5789
"Michele Gutierrez",55,Germany,Female,Single,19,7383,9,9,Regular,Middle-aged,144,820.3333,388.5789
"Raul Deng",54,"United Kingdom",Male,Single,0,6546,3,3,New,Middle-aged,166,2182.0000,NULL
"Marie Martinez",49,France,Female,Married,13,6756,9,9,Regular,Middle-aged,144,750.6667,519.6923
"Deborah McDonald",56,"United Kingdom",Female,Married,0,7329,3,3,New,Middle-aged,166,2443.0000,NULL
"Christy Luo",55,"United Kingdom",Female,Married,17,6900,15,15,Regular,Middle-aged,148,460.0000,405.8824
"Angel Turner",56,Germany,Male,Married,19,7383,9,9,Regular,Middle-aged,144,820.3333,388.5789
"Victoria Patterson",57,Germany,Female,Single,0,264,12,12,New,Middle-aged,147,22.0000,NULL
"Gilbert Luo",57,France,Male,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Kristine Suarez",56,"United Kingdom",Female,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Clayton Raji",51,France,Male,Single,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Mindy Xie",53,France,Female,Married,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Billy Torres",48,France,Male,Married,11,13716,12,12,New,Middle-aged,147,1143.0000,1246.9091
"Laura Xu",53,"United Kingdom",Female,Married,21,13506,6,6,VIP,Middle-aged,144,2251.0000,643.1429
"Edwin Shen",40,France,Male,Married,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Julie Pal",54,France,Female,Single,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Russell Nath",54,Germany,Male,Single,0,6546,3,3,New,Middle-aged,164,2182.0000,NULL
"Lindsey Lal",56,France,Female,Single,3,14868,12,12,New,Middle-aged,155,1239.0000,4956.0000
"Roger Xu",51,France,Male,Single,0,582,15,15,New,Middle-aged,153,38.8000,NULL
"Sydney White",56,France,Female,Married,0,564,18,18,New,Middle-aged,144,31.3333,NULL
"Deanna Garcia",51,Germany,Female,Married,16,13431,6,6,VIP,Middle-aged,147,2238.5000,839.4375
"Adrienne Sanz",57,Germany,Female,Married,15,13770,18,18,VIP,Middle-aged,147,765.0000,918.0000
"Orlando Martin",42,"United Kingdom",Male,Single,5,510,12,12,New,Middle-aged,144,42.5000,102.0000
"Omar Cai",43,France,Male,Single,0,264,12,12,New,Middle-aged,153,22.0000,NULL
"Justin Moore",40,Germany,Male,Single,0,72,3,3,New,Middle-aged,151,24.0000,NULL
"Stanley Gonzalez",40,Germany,Male,Single,0,7329,3,3,New,Middle-aged,163,2443.0000,NULL
"Kelli Sun",51,Germany,Female,Married,16,13641,12,12,VIP,Middle-aged,147,1136.7500,852.5625
"Sheena Chander",51,"United Kingdom",Female,Married,22,13716,12,12,VIP,Middle-aged,144,1143.0000,623.4545
"Desiree Ortega",57,Germany,Female,Married,16,13641,12,12,VIP,Middle-aged,146,1136.7500,852.5625
"Diana Rubio",52,France,Female,Married,12,14424,12,12,New,Middle-aged,146,1202.0000,1202.0000
"Carl Beck",52,"United Kingdom",Male,Married,0,6546,3,3,New,Middle-aged,166,2182.0000,NULL
"Bethany Beck",42,France,Female,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Hailey Russell",42,Germany,Female,Single,7,15168,18,18,New,Middle-aged,156,842.6667,2166.8571
"Gabriel Ross",42,"United Kingdom",Male,Single,3,510,12,12,New,Middle-aged,149,42.5000,170.0000
"Kelli Hu",42,Germany,Female,Single,8,13875,6,6,New,Middle-aged,155,2312.5000,1734.3750
"Joel Raman",42,"United Kingdom",Male,Single,18,6846,9,9,Regular,Middle-aged,147,760.6667,380.3333
"Kellie Moreno",43,"United Kingdom",Female,Single,18,6756,9,9,Regular,Middle-aged,147,750.6667,375.3333
"Rachel Simmons",44,France,Female,Single,0,72,3,3,New,Middle-aged,153,24.0000,NULL
"Ruth Malhotra",40,"United Kingdom",Female,Married,0,510,12,12,New,Middle-aged,149,42.5000,NULL
"Juan Romero",39,"United Kingdom",Male,Married,11,7539,9,9,New,Adult,154,837.6667,685.3636
"Darren Diaz",41,Germany,Male,Single,8,13929,12,12,New,Middle-aged,155,1160.7500,1741.1250
"Maurice Rai",47,"United Kingdom",Male,Single,19,6846,9,9,Regular,Middle-aged,147,760.6667,360.3158
"Jamie Ye",41,"United Kingdom",Female,Single,0,7329,3,3,New,Middle-aged,166,2443.0000,NULL
"Erin Richardson",43,Canada,Female,Single,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Joan Vazquez",71,Australia,Female,Married,0,210,6,6,New,Senior,144,35.0000,NULL
"Caleb Hill",43,"United States",Male,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Jonathan Wright",43,"United States",Male,Married,0,282,9,9,New,Middle-aged,146,31.3333,NULL
"Barbara Zhang",71,Australia,Female,Married,3,282,9,9,New,Senior,151,31.3333,94.0000
"Seth Davis",70,Australia,Male,Married,0,9507,6,6,New,Senior,155,1584.5000,NULL
"Lacey Raji",68,Australia,Female,Married,0,210,6,6,New,Senior,146,35.0000,NULL
"Gregory Jai",63,Australia,Male,Married,0,72,3,3,New,Senior,145,24.0000,NULL
"Xavier King",40,"United States",Male,Single,0,6885,3,3,New,Middle-aged,146,2295.0000,NULL
"Francis Ramos",66,Australia,Male,Married,0,10734,3,3,New,Senior,179,3578.0000,NULL
"Raul Sharma",67,Australia,Male,Married,34,17619,6,6,VIP,Senior,144,2936.5000,518.2059
"Roy Raman",65,Australia,Male,Married,35,17829,12,12,VIP,Senior,144,1485.7500,509.4000
"Levi Sai",66,Australia,Male,Single,34,17694,6,6,VIP,Senior,144,2949.0000,520.4118
"Fernando Thompson",60,Australia,Male,Single,35,17619,6,6,VIP,Senior,144,2936.5000,503.4000
"Martha Xu",65,Australia,Female,Single,35,17619,6,6,VIP,Senior,144,2936.5000,503.4000
"Tiffany Gao",60,Australia,Female,Single,34,17694,6,6,VIP,Senior,144,2949.0000,520.4118
"Alejandro Xu",44,"United States",Male,Married,0,510,12,12,New,Middle-aged,150,42.5000,NULL
"Janet Torres",45,"United States",Female,Single,0,210,6,6,New,Middle-aged,153,35.0000,NULL
"Sam Foster",45,"United States",Female,Single,0,510,12,12,New,Middle-aged,153,42.5000,NULL
"Wyatt White",65,"United States",Male,Married,0,7539,9,9,New,Senior,153,837.6667,NULL
"Joshua Smith",65,"United States",Male,Married,0,7329,3,3,New,Senior,152,2443.0000,NULL
"Melanie Ramirez",65,Canada,Female,Married,0,7401,6,6,New,Senior,153,1233.5000,NULL
"Shawna Yuan",65,"United States",Female,Married,0,7329,3,3,New,Senior,152,2443.0000,NULL
"Jenna Young",64,Canada,Female,Married,0,7329,3,3,New,Senior,145,2443.0000,NULL
"Isabelle Henderson",53,Canada,Female,Married,0,7329,3,3,New,Middle-aged,145,2443.0000,NULL
